ID_USU;SEX_USU;FEC_NAC_USU;EDAD_USU;GRU_ET;PAI_USU;TIE_DIS;NOM_SER;DEP_CA;PROV_CA;DIST_CA;FEC_ING;PER_ING;TIP_SEG_SAL;EST_ACT;FEC_EGR;NNA_DEJO_CALLE
SEC04107;1;2013-09-16;11;3;PERÚ;2;EDUCADORES DE CALLE;PIURA;PIURA;CATACAOS;1/03/2024;1;1;1;NO APLICA;2
SEC04108;1;2017-03-06;8;3;PERÚ;2;EDUCADORES DE CALLE;PIURA;PIURA;CATACAOS;1/03/2024;1;1;1;NO APLICA;2
SEC04109;2;2016-06-02;9;3;PERÚ;2;EDUCADORES DE CALLE;TUMBES;TUMBES;TUMBES;26/06/2024;1;1;1;NO APLICA;2
SEC04110;2;2009-12-12;15;4;PERÚ;2;EDUCADORES DE CALLE;TUMBES;ZARUMILLA;PAPAYAL;22/04/2024;1;1;1;NO APLICA;2
SEC04111;1;2013-06-09;12;4;PERÚ;2;EDUCADORES DE CALLE;ANCASH;SANTA;CHIMBOTE;26/01/2023;1;2;1;NO APLICA;2
SEC04112;2;2015-07-31;10;3;PERÚ;2;EDUCADORES DE CALLE;ANCASH;SANTA;CHIMBOTE;26/01/2023;1;2;1;NO APLICA;2
SEC04113;2;2012-06-27;13;4;PERÚ;2;EDUCADORES DE CALLE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;25/06/2024;2;1;1;NO APLICA;2
SEC04114;2;2008-06-25;17;4;PERÚ;2;EDUCADORES DE CALLE;TACNA;TACNA;ALTO DE LA ALIANZA;19/02/2025;1;1;1;NO APLICA;2
SEC04115;1;2020-07-16;5;2;PERÚ;2;EDUCADORES DE CALLE;LIMA;LIMA;LIMA;20/06/2025;2;1;1;NO APLICA;2
SEC04116;2;2012-12-28;12;4;PERÚ;2;EDUCADORES DE CALLE;LORETO;MAYNAS;SAN JUAN BAUTISTA;6/10/2022;1;1;1;NO APLICA;2
SEC04117;2;2008-04-17;17;4;PERÚ;2;EDUCADORES DE CALLE;LORETO;MAYNAS;IQUITOS;23/02/2023;1;1;1;NO APLICA;2
SEC04118;1;2010-11-03;14;4;PERÚ;2;EDUCADORES DE CALLE;UCAYALI;CORONEL PORTILLO;MANANTAY;20/10/2023;1;1;1;NO APLICA;2
SEC04119;1;2015-02-10;10;3;PERÚ;2;EDUCADORES DE CALLE;LIMA;LIMA;CARABAYLLO;31/08/2022;1;1;2;2025-01-31;2
SEC04120;2;2011-02-06;14;4;PERÚ;2;EDUCADORES DE CALLE;LORETO;MAYNAS;SAN JUAN BAUTISTA;6/07/2022;1;1;1;NO APLICA;2
SEC04121;1;2013-05-07;12;4;PERÚ;2;EDUCADORES DE CALLE;AYACUCHO;HUAMANGA;AYACUCHO;24/06/2025;1;1;1;NO APLICA;2
SEC04122;2;2009-03-15;16;4;PERÚ;2;EDUCADORES DE CALLE;TUMBES;ZARUMILLA;AGUAS VERDES;17/03/2023;1;1;1;NO APLICA;1
SEC04123;1;2008-11-03;16;4;PERÚ;2;EDUCADORES DE CALLE;TUMBES;ZARUMILLA;AGUAS VERDES;7/05/2021;1;1;1;NO APLICA;1
SEC04124;1;2013-12-01;11;3;PERÚ;2;EDUCADORES DE CALLE;CAJAMARCA;JAÉN;JAÉN;10/02/2023;1;1;1;NO APLICA;2
SEC04125;1;2012-08-08;12;4;PERÚ;2;EDUCADORES DE CALLE;CAJAMARCA;JAÉN;JAÉN;14/02/2023;1;1;1;NO APLICA;1
SEC04126;1;2015-11-06;9;3;PERÚ;2;EDUCADORES DE CALLE;LIMA;LIMA;SURQUILLO;23/04/2025;1;1;1;NO APLICA;2
SEC04127;1;2014-06-03;11;3;PERÚ;2;EDUCADORES DE CALLE;LIMA;LIMA;SURQUILLO;23/04/2025;1;1;1;NO APLICA;2
